Region,Category,Country,Group,Summary,TSC,Date,Type
AM,Email,United States,Deskside,JLL Outlook Attachment files not opening,Y,06-09-2022,Incident
AM,Windows / OS,United States,Deskside,Chrome - Issues from MAC computer,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Storage  Performance,Y,01-09-2022,Incident
AM,Email,United States,Deskside,JLL Outlook Add Google calendar assistance,Y,02-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Battery/Charger issue,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,16-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Audio Issues.,Y,09-09-2022,Incident
AM,Printer,United States,Deskside,BAC Reported Issue - Hardware - Printer,Y,17-11-2022,Incident
AP,,Australia,Deskside,Reported Issue - Application - Dell Display Manager,Y,19-09-2022,Incident
AP,,New Zealand,Deskside,Reported Issue - Application - OneDrive,Y,11-09-2022,Incident
AP,Windows / OS,Singapore,Deskside,PLQDP008 monitor issue,Y,06-09-2022,Incident
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop,Y,10-09-2022,Incident
AP,Active Directory,China,Deskside,Frequent Lock Out,Y,17-09-2022,Incident
AP,Network,Hong Kong,Deskside,Network Drive - hkqby02insv002,Y,05-09-2022,Incident
AP,Network,Australia,Deskside,Reported Issue - Network - Other,Y,26-09-2022,Incident
AP,,India,Deskside,Application Configuration,Y,01-09-2022,Incident
AP,Email,India,Deskside,Email Issues,Y,19-09-2022,Incident
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,01-09-2022,Incident
AP,,India,Deskside,Application issue,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Ted Murray - HARD DOWN- Laptop not starting,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Jill Jersan - JLL Hardware Issue - Laptop power option not showing,Y,01-09-2022,Incident
AM,,United States,Deskside,Excel - Issues,Y,17-09-2022,Incident
AM,Access,United States,Deskside,Network Drive - Z Drive Access Issue,Y,29-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Monitors not connecting to the laptop,Y,03-11-2022,Incident
AM,Email,United States,Deskside,"Tab Wallen-Mac - Computer Issues: Cannot sync Microsoft Apps (outlook, teams)",Y,21-09-2022,Incident
AM,Network,United States,Deskside,Reported Issue - Network - WiFi,Y,19-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue -  Laptop/ Half of the keyboard is not working ,Y,01-09-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,05-09-2022,Incident
AM,Network,United States,Deskside,Arnold Velez-HARD DOWN - Network issues - VPN - Connectivity URGENT,Y,05-09-2022,Incident
AM,Hardware,,Deskside,TSC to Deskside Hardware Issues MarkX.Martinez@am.jll.com,Y,25-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Battery/Touchpad LOW Performance,Y,23-11-2022,Incident
AM,,United States,Deskside,JLL Adobe Admin Rights Update,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,05-10-2022,Incident
AM,Laptop,United States,Deskside,Emily Barnes - Reported Issue - Hardware - Laptop_Desktop,Y,06-09-2022,Incident
AM,Email,Canada,Deskside,INC1095043 Outlook/ Teams (desktop) - Connectivity Issues.,Y,29-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop screen Not starting properly,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop not working consistently with headphones,Y,14-09-2022,Incident
AM,Access,United States,Deskside,Network Drive - N drive access issues,Y,13-09-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,09-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Printer not connecting to the laptop,Y,02-09-2022,Incident
AM,Email,United States,Deskside,Outlook - Microsoft Teams Meeting Invite Add-In has been removed,Y,01-09-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,27-01-2023,Incident
AM,,Canada,Deskside,Adobe - Acrobat add-in is not installed in Word and Excel Software main menu,Y,09-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Tochpad and Mouse issues- HP 840 G4 (over 4 years old).,Y,01-09-2022,Incident
AM,Email,United States,Deskside,Email - Request to remove Mailboxes,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop-  it  shut down automatically,Y,26-10-2022,Incident
AM,Email,United States,Deskside,Outlook - Issues ,Y,01-09-2022,Incident
AP,Hardware,Australia,Deskside,Reported Issue - Hardware - Docking_Station,Y,05-09-2022,Incident
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop: Ctrl Key not working,Y,13-09-2022,Incident
AP,Laptop,Hong Kong,Deskside,Laptop does not respond after changed to stand by status,Y,13-09-2022,Incident
AM,,United States,Deskside,adobe issues ,Y,28-11-2022,Incident
AP,,Hong Kong,Deskside,Application Issue - Adobe - [Alex],Y,01-09-2022,Incident
AP,Hardware,India,Deskside,Hardware Troubleshooting,Y,02-09-2022,Incident
AP,Windows / OS,India,Deskside,Application issue,Y,06-09-2022,Incident
AP,Laptop,Singapore,Deskside,Hardware Issue - Laptop Not starting,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,02-09-2022,Incident
AP,Windows / OS,India,Deskside,Windows Configuration,Y,05-10-2022,Incident
AM,M365,United States,Deskside,Microsoft Teams - Change background  / There is no any JLL backgrounds,Y,01-09-2022,Incident
AM,Email,United States,Deskside,Kristina Dimitrievski - Outlook crashing,Y,06-09-2022,Incident
AM,,United States,Deskside,Excel (desktop) - Application issues,Y,06-09-2022,Incident
AM,Email,United States,Deskside,Outlook/ Microsoft Teams -  Add-in is disabled,Y,01-09-2022,Incident
AM,Windows / OS,United States,Deskside,Trusteer Rapport -  Question about message,Y,02-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,25-11-2022,Incident
AM,Printer,United States,Deskside,Savannah Nuckols-Hardware Issue - Printer,Y,15-09-2022,Incident
AM,Email,United States,Deskside,Outlook - Access is denied -Sever error ,Y,21-09-2022,Incident
AM,Windows / OS,United States,Deskside,Windows Issues after Update ,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance / fan runs almost non-stop ,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,01-09-2022,Incident
AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,01-09-2022,Incident
AM,Network,United States,Deskside,Jacques Mooney - Network Account - Off Network Computer Login Issue,Y,07-09-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,05-09-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (Flashing),Y,05-09-2022,Incident
AM,Email,United States,Deskside,Outlook - Emails stuck in my Outbox,Y,06-09-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,01-09-2022,Incident
AM,Intune,United States,Deskside,Intune - Mail/Contacts not syncing,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop not working unless it is connected to the charger,Y,14-09-2022,Incident
AM,Email,United States,Deskside,Cant Access Saved Emails ,Y,16-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,01-09-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Creative Cloud (FIN),Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery and performance issues,Y,15-09-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Printer installation issues,Y,02-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,01-09-2022,Incident
AM,Intune,Mexico,Deskside,App - Intune - Issue,Y,12-09-2022,Incident
AM,Printer,United States,Deskside,Mac - Unable to connect to network printers and the Printer app previously used is not functioning,Y,01-09-2022,Incident
AM,Email,United States,Deskside,Hardware Issue - Laptop Performance issues after a former employee's email was added to the user's Outlook,Y,09-09-2022,Incident
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop)  -  User receive can not connect to the server,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,13-09-2022,Incident
AM,Access,United States,Deskside,Hardware Issue - Accessories,Y,22-09-2022,Incident
AM,Access,United States,Deskside,Hardware Issue - Accessories / The keyboard is not working,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop camera,Y,01-09-2022,Incident
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop,Y,01-09-2022,Incident
AM,,United States,Deskside,BAC Application - Adobe Creative Cloud Suite,Y,06-09-2022,Incident
AM,M365,United States,Deskside,Microsoft Office license - Expired,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting Redeploy issued - ST: FXTW173 ,Y,02-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop / Continued ongoing issues with laptop microphone not functioning properly.,Y,06-09-2022,Incident
AM,Windows / OS,United States,Deskside,BAC ESRI -  Issues,Y,01-09-2022,Incident
AM,,United States,Deskside,Adobe Creative Cloud Desktop App -  Installation issues,Y,02-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop / Assistance / Instructions to clean the keyboard,Y,05-09-2022,Incident
AM,,United States,Deskside,Camtasia  - Application  issues,Y,01-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,16-09-2022,Incident
AM,Network,United States,Deskside,Network issues - VPN - Connectivity / VPN constantly disconnecting. ,Y,16-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,02-09-2022,Incident
AM,,Canada,Deskside,Adobe Acrobat - Admin credentials needed for installation,Y,01-09-2022,Incident
AM,Email,United States,Deskside,Outlook Mobile Issues ,Y,12-01-2023,Incident
AM,Mobile Device,United States,Deskside,user lost ipad device,Y,01-09-2022,Incident
AM,Mobile Device,United States,Deskside,PowerPoint (desktop)  -  T-mobile login pop up ,Y,13-09-2022,Incident
AM,Access,United States,Deskside,Excel  -  Unable to access Excel file,Y,01-09-2022,Incident
AM,,United States,Deskside,Camtasia - File will not load,Y,02-09-2022,Incident
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,16-09-2022,Incident
AM,,United States,Deskside,Computer Issues - Replacement - Under Warranty - Leah Gesler,Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,BOA - Hardware Issue - Laptop,Y,02-09-2022,Incident
AP,Network,Australia,Deskside,Network Issues - unable to connect to wifi,Y,07-09-2022,Incident
AM,Email,United States,Deskside,Outlook Conflict Error Refer to INC1089671,Y,01-09-2022,Incident
AM,,United States,Deskside,Adobe Acrobat Pro - PDF issues.,Y,02-09-2022,Incident
AP,,Australia,Deskside,Application Issue - Chrome won't run after update,Y,01-09-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Tableau (Global),Y,14-09-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,29-09-2022,Incident
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,06-09-2022,Incident
AP,Windows / OS,India,Deskside,Application Configuration,Y,07-09-2022,Incident
AP,Network,India,Deskside,Network Issues,Y,07-09-2022,Incident
AP,Network,India,Deskside,Network Issues,Y,01-09-2022,Incident
AP,Laptop,Hong Kong,Deskside,Laptop Not response,Y,05-09-2022,Incident
AP,M365,China,Deskside,Team meeting invitation is missing,Y,02-09-2022,Incident
AM,Laptop,United States,Deskside,Chad Hamm-Hardware Issue - Laptop Not starting,Y,05-09-2022,Incident
AM,Email,United States,Deskside,Outlook Credential Prompt,Y,01-09-2022,Incident
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop / Assistance,Y,02-09-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,02-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,06-09-2022,Incident
AM,,United States,Deskside,HRD DOWN - Recovey issue,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,01-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station - URGENT,Y,01-09-2022,Incident
AM,Network,United States,Deskside,BAC Network issues - VPN - Connectivity,Y,06-09-2022,Incident
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop issues,Y,02-09-2022,Incident
AM,Network,Canada,Deskside,Network Drive - Other Issue,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Jodi Scarbrough-Hardware Issue - Laptop WiFi connectivity Issues.,Y,02-09-2022,Incident
AM,,Canada,Deskside,Excel (desktop) - Unable to save document.,Y,02-09-2022,Incident
AM,,United States,Deskside,OneDrive - Application is not working properly,Y,05-09-2022,Incident
AM,Network,United States,Deskside,Yvonne Broomfield-Internet - Network connectivity issues,Y,13-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,06-09-2022,Incident
AM,Laptop,Argentina,Deskside,Laptop Dell - AC Adapter,Y,15-09-2022,Incident
AM,Windows / OS,United States,Deskside,Software Issues - Unable to download files.,Y,02-09-2022,Incident
AM,Access,United States,Deskside,PowerApps/Flow Platform - Access Permissions.,Y,04-10-2022,Incident
AM,Laptop,United States,Deskside,"BAC Hard Down / Hardware Issue - Laptop Not starting / Blue screen and ""No Bootable device"" error",Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,02-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,02-09-2022,Incident
AM,Access,United States,Deskside,Hardware Issue - Accessories not connecting,Y,01-09-2022,Incident
AM,Windows / OS,United States,Deskside,Mac - Unable to update OS,Y,02-09-2022,Incident
AM,,United States,Deskside,Software - Admin credentials needed to install zoom plugin for Citrix receiver,Y,02-09-2022,Incident
AM,Access,United States,Deskside,Network issues - VPN - Unable to access shared drive after the VPN times out,Y,26-09-2022,Incident
AM,Laptop,Canada,Deskside,HARD DOWN- Hardware Issue - Laptop Not working,Y,02-09-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Laptop Lost / Stolen,Y,17-01-2023,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop needs to be reimaged,Y,13-09-2022,Incident
AM,Email,United States,Deskside,Diane Rambo - macOS - Teams and outlook will not open when working remotely,Y,20-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Issues. ,Y,22-09-2022,Incident
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,05-09-2022,Incident
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,07-09-2022,Incident
AM,,United States,Deskside,Application Issue - Adobe Acrobat Pro DC,Y,02-09-2022,Incident
AP,,India,Deskside,HRSSO mails retrieving,Y,06-09-2022,Incident
AM,Printer,United States,Deskside,Laura Rice - Hardware Issue - Printer - Unable to change paper size ,Y,05-09-2022,Incident
AM,Email,United States,Deskside,Outlook - Issues ,Y,01-09-2022,Incident
AM,Windows / OS,United States,Deskside,Information Security,Y,05-09-2022,Incident
AM,,Canada,Deskside,"Software - Assistance to install Revit, admin credentials needed",Y,05-09-2022,Incident
AM,Windows / OS,Canada,Deskside,Windows 10 issues (OS issues only),Y,20-09-2022,Incident
AM,Active Directory,United States,Deskside,Other -   Unable to run checkdisk function chkdsk /f /r   -  Admin rigghts required,Y,05-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,05-09-2022,Incident
AM,Email,United States,Deskside,User  receive outlook can not connect to a server,Y,08-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Computers not receiving management updates,Y,26-10-2022,Incident
AM,Hardware,Mexico,Deskside,Hardware Issue - Computers not receiving management updates,Y,13-09-2022,Incident
AM,,United States,Deskside,Excel (desktop) -  Issues ,Y,02-09-2022,Incident
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,05-09-2022,Incident
AM,,United States,Deskside,Local Admin Rights -  Bank Browser that need to have IT permission,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Urgent-Hardware Issue - Laptop Not starting HARD DOWN,Y,01-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Fan Issues,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,01-09-2022,Incident
AM,Network,United States,Deskside,Apryl WashingtonURGENT Network Account - Off Network Computer Login Issue,Y,02-09-2022,Incident
AM,M365,Canada,Deskside,Reported Issue - Application - Microsoft Teams - Telecom Audio/Conf/Video features,Y,05-09-2022,Incident
