Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column,Lemmatized_Column,Final_cleaned
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,21-11-2022,Incident,          reported issue  application  nitro pro,           report issue   application   nitro pro,report issue application nitro
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,30-10-2022,Incident,          reported issue  application  nitro pro,           report issue   application   nitro pro,report issue application nitro
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop switch on issue,Y,03-11-2022,Incident,           hardware issue  laptop switch on issue,            hardware issue   laptop switch on issue,hardware issue laptop switch
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Performance,Y,09-11-2022,Incident,               hardware issue  laptop performance,                hardware issue   laptop performance,hardware issue laptop performance
AP,Network,Hong Kong,Deskside,Network Issues - Wifi Login - [ShuHing],Y,27-10-2022,Incident,           network issues  wifi login  shuhing,            network issue   wifi login   shuhe,network issue wifi login shuhe
AP,,Philippines,Deskside,H.PHL mailbox not updated,Y,01-11-2022,Incident,                         hphl mailbox not updated,                          hphl mailbox not update,hphl mailbox
AP,,Australia,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,27-10-2022,Incident,    application issue  adobe acrobat or nitro pdf,     application issue   adobe acrobat or nitro pdf,application issue adobe acrobat nitro pdf
AP,,Australia,Deskside,Application Issue - Nitro PDF,Y,27-10-2022,Incident,                     application issue  nitro pdf,                      application issue   nitro pdf,application issue nitro pdf
AP,,Australia,Deskside,Reported Issue - Office Technology,Y,01-11-2022,Incident,                reported issue  office technology,                 report issue   office technology,report issue office technology
AP,,Hong Kong,Deskside,Resolved - Unicorn issue,Y,27-10-2022,Incident,                          resolved  unicorn issue,                           resolve   unicorn issue,unicorn issue
AP,Printer,Australia,Deskside,Hardware Issue - Printer,Y,18-01-2023,Incident,                          hardware issue  printer,                           hardware issue   printer,hardware issue printer
AP,,Australia,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,27-10-2022,Incident,    application issue  adobe acrobat or nitro pdf,     application issue   adobe acrobat or nitro pdf,application issue adobe acrobat nitro pdf
AP,Network,India,Deskside,Network Issues,Y,14-11-2022,Incident,                                    network issues,                                     network issue,network issue
EMEA,Laptop,United Kingdom,Deskside,Laptop Lost / Stolen : Requires Replacement,Y,01-11-2022,Incident,       laptop lost  stolen  requires replacement,        laptop lose   steal   require replacement,
AP,Access,Singapore,Deskside,Reported Issue - Server - Issue with Drive Folder or Access,Y,27-10-2022,Incident,reported issue  server  issue with drive fold,report issue   server   issue with drive fold,report issue server issue drive fold
EMEA,Laptop,United Kingdom,Deskside,Laptop Lost / Stolen,Y,01-11-2022,Incident,                              laptop lost  stolen,                               laptop lose   steal,
EMEA,Network,Germany,Deskside,Reported Issue - Network - WiFi,Y,21-11-2022,Incident,                   reported issue  network  wifi,                    report issue   network   wifi,report issue network wifi
AP,Email,Taiwan,Deskside,Outlook - Unable to log into web mail,Y,21-11-2022,Incident,             outlook  unable to log into web mail,              outlook   unable to log into web mail,
EMEA,,United Kingdom,Deskside,Reported Issue - Application - OneDrive,Y,24-11-2022,Incident,           reported issue  application  onedrive,            report issue   application   onedrive,report issue application onedrive
AP,Printer,China,Deskside,Resolved - Printer issue,Y,27-10-2022,Incident,                          resolved  printer issue,                           resolve   printer issue,printer issue
AP,Email,China,Deskside,Resolved - Outlook issue,Y,27-10-2022,Incident,                          resolved  outlook issue,                           resolve   outlook issue,outlook issue
EMEA,Network,United Kingdom,Deskside,Reported Issue - Network - WiFi,Y,05-12-2022,Incident,                   reported issue  network  wifi,                    report issue   network   wifi,report issue network wifi
AM,Phishing,India,Deskside,IBM MDR detected a malicious malware related activity for WAMJLL8SRZ1X2$ on WAMJLL8SRZ1X2 ,Y,30-10-2022,Incident,ibm mdr detected a malicious malware related ac,ibm mdr detect a malicious malware relate ac,ibm mdr detect malicious malware relate ac
AM,,United States,Deskside,Software Center-  Unable to download required updates,Y,28-10-2022,Incident,software center  unable to download required u,software center   unable to download require u,software center
AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues,Y,02-11-2022,Incident,            hardware issue  laptop battery issues,             hardware issue   laptop battery issue,hardware issue laptop battery issue
AM,Access,United States,Deskside,Adobe Acrobat - Access issues to PDF documents,Y,04-11-2022,Incident,    adobe acrobat  access issues to pdf documents,     adobe acrobat   access issue to pdf document,adobe acrobat access issue pdf document
AM,,United States,Deskside,WebEx Meetings - Meeting Invite Errors Alicia is currently out of Office - Connecting with Alicia in 30 minutes,Y,02-11-2022,Incident,webex meetings  meeting invite errors alicia i,webex meeting   meeting invite error alicia I,webex meeting meeting invite error alicia
AM,Laptop,United States,Deskside,BAC - New Laptop - Set up assistance,Y,28-10-2022,Incident,              bac  new laptop  set up assistance,               bac   new laptop   set up assistance,new laptop
AM,Intune,United States,Deskside,BAC - Intune - Compliance Conflict Error,Y,27-10-2022,Incident,          bac  intune  compliance conflict error,           bac   intune   compliance conflict error,bac intune compliance conflict error
AM,Email,United States,Deskside,MAC - Outlook (desktop) - Issues,Y,02-11-2022,Incident,                  mac  outlook desktop  issues,                   mac   outlook desktop   issue,mac outlook desktop issue
AM,Access,United States,Deskside,Microsoft Teams - Access issues,Y,02-11-2022,Incident,                   microsoft teams  access issues,                    microsoft team   access issue,microsoft team access issue
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,27-10-2022,Incident,               network issues  vpn  connectivity,                network issue   vpn   connectivity,network issue vpn connectivity
EMEA,Laptop,Poland,Deskside,laptop chargers on meeting rooms on 27th floor,Y,10-11-2022,Incident,    laptop chargers on meeting rooms on 27th floor,     laptop charger on meet room on 27th floor,laptop charger 27th floor
AM,Hardware,United States,Deskside,Greg Lannert - Hardware Issue - Docking Station,Y,27-10-2022,Incident,   greg lannert  hardware issue  docking station,    greg lannert   hardware issue   docking station,greg lannert hardware issue
AM,Laptop,United States,Deskside,Laptop - Resetting FileVault or Bitlocker,Y,27-10-2022,Incident,         laptop  resetting filevault or bitlocker,          laptop   reset filevault or bitlock,laptop reset filevault
AM,Active Directory,United States,Deskside,Software  -  Admin rights required,Y,09-11-2022,Incident,                software    admin rights required,                 software     admin right require,software admin
AP,Windows / OS,New Zealand,Deskside,Reported Issue - Other / Miscellaneous,Y,02-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,,United States,Deskside,Adobe Acrobat Pro -  Installation / Assistance,Y,27-10-2022,Incident,    adobe acrobat pro   installation  assistance,     adobe acrobat pro    installation   assistance,adobe acrobat pro installation assistance
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,27-10-2022,Incident,               network issues  vpn  connectivity,                network issue   vpn   connectivity,network issue vpn connectivity
