close notes,resolver grp,summary,Cleaned_Column
"Application: Microsoft IIS 

Application Component: Application Pools(Not Running), Sites(Unknown), Site Bindings Monitor(Up), Worker Process Statistic Monitor (DefaultAppPool)(Not Running), Worker Process Statistic Monitor (moveitdmz ISAPI Pool)(Not Running), Worker Process Statistic Monitor (moveitdmz Pool)(Up), Total Connection Attempts(Up), Total Logon Attempts(Up), Current Connections(Up), Current Anonymous users(Up), Current NonAnonymous Users(Up), Total Connection Attempts (moveitdmz)(Up), Total Logon Attempts (moveitdmz)(Up), Current Connections (moveitdmz)(Up), Current Anonymous users (moveitdmz)(Up), Current NonAnonymous Users (moveitdmz)(Up), Total Bytes Received (moveitdmz)(Up), Total Bytes Sent (moveitdmz)(Up), Total Bytes Transferred (moveitdmz)(Up), HTTP Bindings Monitor (moveitdmz)(Up), SSL Certificate Monitor (moveitdmz)(Unknown), Site Directory Info Monitor (moveitdmz)(Up), Site Log Directory Monitor (moveitdmz)(Up), Windows Process Activation Service(Up), World Wide Web Publishing Service(Up), Application Host Helper Service(Up), IIS Event Log Monitor(Up), Current File Cache Memory Usage(Up), Output Cache Current Memory Usage(Up), File Cache Hits %(Up), Kernel: URI Cache Hits %(Up), Metadata Cache Hits %(Up), Output Cache Current Hits %(Up), URI Cache Hits %(Up), Active Requests (DefaultAppPool)(Up), Active Requests (moveitdmz Pool)(Up), Active Requests (moveitdmz ISAPI Pool)(Up), Requests / Sec (moveitdmz ISAPI Pool)(Up), Requests / Sec (moveitdmz Pool)(Up), Requests / Sec (DefaultAppPool)(Up), Active Threads Count (DefaultAppPool)(Up), Active Threads Count (moveitdmz Pool)(Up), Active Threads Count (moveitdmz ISAPI Pool)(Up), Current Worker Processes (moveitdmz ISAPI Pool)(Up), Current Worker Processes (moveitdmz Pool)(Up), Current Worker Processes (DefaultAppPool)(Up), Recent Worker Process Failures (DefaultAppPool)(Up), Recent Worker Process Failures (moveitdmz Pool)(Up), Recent Worker Process Failures (moveitdmz ISAPI Pool)(Up), Total Application Pool Recycles (moveitdmz ISAPI Pool)(Up), Total Application Pool Recycles (moveitdmz Pool)(Up), Total Application Pool Recycles (DefaultAppPool)(Up), Total Worker Process Failures (DefaultAppPool)(Up), Total Worker Process Failures (moveitdmz Pool)(Up), Total Worker Process Failures (moveitdmz ISAPI Pool)(Up), Total Worker Process Ping Failures (moveitdmz ISAPI Pool)(Up), Total Worker Process Ping Failures (moveitdmz Pool)(Up), Total Worker Process Ping Failures (DefaultAppPool)(Up), Total Worker Process Shutdown Failures (DefaultAppPool)(Up), Total Worker Process Shutdown Failures (moveitdmz Pool)(Up), Total Worker Process Shutdown Failures (moveitdmz ISAPI Pool)(Up), Total Worker Process Startup Failures (moveitdmz ISAPI Pool)(Up), Total Worker Process Startup Failures (moveitdmz Pool)(Up), Total Worker Process Startup Failures (DefaultAppPool)(Up), Current File Cache Memory Usage (DefaultAppPool)(Up), Current File Cache Memory Usage (moveitdmz Pool)(Up), Current File Cache Memory Usage (moveitdmz ISAPI Pool)(Up), Maximum File Cache Memory Usage (moveitdmz ISAPI Pool)(Up), Maximum File Cache Memory Usage (moveitdmz Pool)(Up), Maximum File Cache Memory Usage (DefaultAppPool)(Up), Output Cache Current Memory Usage (DefaultAppPool)(Up), Output Cache Current Memory Usage (moveitdmz Pool)(Up), Output Cache Current Memory Usage (moveitdmz ISAPI Pool)(Up), File Cache Hits (moveitdmz ISAPI Pool)(Up), File Cache Hits (moveitdmz Pool)(Up), File Cache Hits (DefaultAppPool)(Up), File Cache Misses (DefaultAppPool)(Up), File Cache Misses (moveitdmz Pool)(Up), File Cache Misses (moveitdmz ISAPI Pool)(Up), Metadata Cache Hits (moveitdmz ISAPI Pool)(Up), Metadata Cache Hits (moveitdmz Pool)(Up), Metadata Cache Hits (DefaultAppPool)(Up), Metadata Cache Misses (DefaultAppPool)(Up), Metadata Cache Misses (moveitdmz Pool)(Up), Metadata Cache Misses (moveitdmz ISAPI Pool)(Up), Output Cache Total Hits (moveitdmz ISAPI Pool)(Up), Output Cache Total Hits (moveitdmz Pool)(Up), Output Cache Total Hits (DefaultAppPool)(Up), Output Cache Total Misses (DefaultAppPool)(Up), Output Cache Total Misses (moveitdmz Pool)(Up), Output Cache Total Misses (moveitdmz ISAPI Pool)(Up), URI Cache Hits (moveitdmz ISAPI Pool)(Up), URI Cache Hits (moveitdmz Pool)(Up), URI Cache Hits (DefaultAppPool)(Up), URI Cache Misses (DefaultAppPool)(Up), URI Cache Misses (moveitdmz Pool)(Up), URI Cache Misses (moveitdmz ISAPI Pool)(Up), Total Method Requests (moveitdmz)(Up), Delete Requests (moveitdmz)(Up), Get Requests (moveitdmz)(Up), Head Requests (moveitdmz)(Up), CGI Requests (moveitdmz)(Up), ISAPI Extension Requests (moveitdmz)(Up), Put Requests (moveitdmz)(Up), Post Requests (moveitdmz)(Up), Files Received (moveitdmz)(Up), Files Sent (moveitdmz)(Up), Files Transferred (moveitdmz)(Up), Locked Errors (moveitdmz)(Up), Not Found Errors (moveitdmz)(Up), Request Execution Time(Up), Request Wait Time(Up), Requests Queued(Up), Requests Rejected(Up) 

Application State: Unknown

Node: G-MOVEITT1

Node Description: Windows 2019 Server
",Windows Support,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,critical alert  a microsoft iis component  on gmoveitt1 is in a current state of down
"Issue Identification: ALERT: DISK SPACE on XA6521-C:\ Label: 88E6AF70 has currently 17 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6521-C:\ Label: 88E6AF70 has currently 17 % is available,alert disk space on xa6521c label 88e6af70 has currently 17  is available
"Issue Identification: Memory Utilization on GBVVSMS4 is : 99 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %,critical alert memory utilization on gbvvsms4 is  99 
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,tier 3  critical device down inban2960ss01wescoaircraftcom is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,tier 3  critical device down inban2921r01wescoaircraftcom is down
"Issue Identification: Memory Utilization on GBVVSMS4 is : 99 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBVVSMS4 is : 95 %,warning alert memory utilization on gbvvsms4 is  95 
We have more free memory in the server,Linux Support,Alert: Memory Utilization on infdemo-ora01 is in Critical,alert memory utilization on infdemoora01 is in critical
"Issue Identification: CPU Utilization on AUS-BI02 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-BI02 is Critical	,alert cpu utilization on ausbi02 is critical	
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmprd-ws05.tcmis.com is warning,alert memory utilization on tcmprdws05tcmiscom is warning
Alert reset - issue detected as resolved by Orion,Windows Support,ALERT: DISK SPACE on TXAU-SQL1902-G:\ Label:Backups 941DA743 has currently 14 % is available,alert disk space on txausql1902g labelbackups 941da743 has currently 14  is available
"Issue Identification: Memory Utilization on GBVVSCL3 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,warning alert memory utilization on gbvvscl3 is  94 
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Warning	,alert cpu utilization on ausesx13haasgroupintlcom is warning	
"Issue Identification: Memory Utilization on GBVVSHR0 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBVVSHR0 is : 94 %,warning alert memory utilization on gbvvshr0 is  94 
Now the utilization is normal. Reset email generated.,Linux Support,Alert: Memory Utilization on tcmprd-haasr02.tcmis.com is warning,alert memory utilization on tcmprdhaasr02tcmiscom is warning
"Issue Identification: Memory Utilization on GBDVSMS0 is : 96 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBDVSMS0 is : 96 %,warning alert memory utilization on gbdvsms0 is  96 
"Node status: Up
Node: GBVVSFS3
Node Description: Windows 2016 Server
IP Address: 10.224.40.115


This issue occurred on Thursday, June 2, 2022 7:46 AM CT.
",Windows Support, NODE ALERT: GBVVSFS3 is Down, node alert gbvvsfs3 is down
Now the utilization is normal.,Linux Support,Alert: Memory Utilization on infdemo-ora01 is in Critical,alert memory utilization on infdemoora01 is in critical
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on usauitadmust01 is Critical	,alert cpu utilization on usauitadmust01 is critical	
"Services are up and running.
CPU Utilization is normal.",JDE CNC Technical,Alert: Memory Utilization on GJDEWEB01 is in warning,alert memory utilization on gjdeweb01 is in warning
"Issue Identification: CPU Utilization on AUS-MCL01 is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmprd-haasr05.tcmis.com is warning,alert memory utilization on tcmprdhaasr05tcmiscom is warning
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmdev-ws01.tcmis.com is warning,alert memory utilization on tcmdevws01tcmiscom is warning
"Issue Identification: ALERT:  DISK SPACE on XA6530-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6530-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6530c label 88e6af70 has currently 20  is available
"Resolution notes copied from Parent Incident: all looks good
issue fixed",Windows Support,Alert: CPU Utilization on AUS-BI02 is Warning	,alert cpu utilization on ausbi02 is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,critical alert  a microsoft iis component  on gmoveitt1 is in a current state of down
"Issue Identification: ALERT:DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6516c label 88e6af70 has currently 20  is available
